8.6148 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.6156 	INFO 	Loaded monitor calibration from ['2023_02_15 11:47']
9.6817 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B00C201940>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B00C2018E0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B00C201730>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001B0116C9E50>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.6819 	EXP 	window1: mouseVisible = True
9.6819 	EXP 	window1: backgroundImage = ''
9.6819 	EXP 	window1: backgroundFit = 'none'
9.6821 	EXP 	window1: mouseVisible = True
9.6823 	EXP 	window1: mouseVisible = True
9.6841 	EXP 	window1: mouseVisible = True
9.6848 	EXP 	window1: mouseVisible = True
9.7022 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7042 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7061 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7082 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7103 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7119 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7137 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7161 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7175 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7190 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7227 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7244 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7279 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7298 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7318 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7333 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7348 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7369 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7384 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7387 	DEBUG 	Uploading Texture Font fontname to graphics card
9.7570 	DEBUG 	Upload of Texture Font fontname complete
9.7587 	EXP 	window1: mouseVisible = True
9.7588 	EXP 	window1: mouseVisible = True
9.7595 	EXP 	window1: mouseVisible = True
9.7602 	EXP 	window1: mouseVisible = True
9.7757 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7777 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7797 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7800 	DEBUG 	Uploading Texture Font fontname to graphics card
9.8012 	DEBUG 	Upload of Texture Font fontname complete
9.8034 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.8034 	EXP 	window1: recordFrameIntervals = False
9.9817 	EXP 	window1: recordFrameIntervals = True
10.1652 	EXP 	Screen (0) actual frame rate measured at 59.93Hz
10.1652 	EXP 	window1: recordFrameIntervals = False
10.1653 	EXP 	window1: mouseVisible = False
10.1661 	EXP 	window1: mouseVisible = True
10.1663 	EXP 	window1: mouseVisible = True
10.1671 	EXP 	window1: mouseVisible = True
10.1677 	EXP 	window1: mouseVisible = True
10.1818 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1834 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1851 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1875 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1895 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1915 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1929 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1948 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
