82.0635 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
82.0643 	INFO 	Loaded monitor calibration from ['2023_02_15 11:47']
84.5658 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000187E3D92340>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000187E3D922E0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000187E3D92130>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000187E929C850>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
84.5659 	EXP 	window1: mouseVisible = True
84.5659 	EXP 	window1: backgroundImage = ''
84.5659 	EXP 	window1: backgroundFit = 'none'
84.5661 	EXP 	window1: mouseVisible = True
84.5663 	EXP 	window1: mouseVisible = True
84.5797 	EXP 	window1: mouseVisible = True
84.5804 	EXP 	window1: mouseVisible = True
84.6431 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6449 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6466 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6485 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6504 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6519 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6536 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6556 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6569 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6582 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6599 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6617 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6633 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6651 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6667 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6685 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6703 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6717 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6732 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6752 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6766 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.6826 	DEBUG 	Uploading Texture Font fontname to graphics card
84.7089 	DEBUG 	Upload of Texture Font fontname complete
84.7105 	EXP 	window1: mouseVisible = True
84.7107 	EXP 	window1: mouseVisible = True
84.7114 	EXP 	window1: mouseVisible = True
84.7120 	EXP 	window1: mouseVisible = True
84.7258 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.7278 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.7297 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
84.7299 	DEBUG 	Uploading Texture Font fontname to graphics card
84.7482 	DEBUG 	Upload of Texture Font fontname complete
84.7559 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
84.7559 	EXP 	window1: recordFrameIntervals = False
84.9832 	EXP 	window1: recordFrameIntervals = True
85.1666 	EXP 	Screen (0) actual frame rate measured at 60.05Hz
85.1667 	EXP 	window1: recordFrameIntervals = False
85.1667 	EXP 	window1: mouseVisible = False
85.1671 	EXP 	window1: mouseVisible = True
85.1672 	EXP 	window1: mouseVisible = True
85.1680 	EXP 	window1: mouseVisible = True
85.1687 	EXP 	window1: mouseVisible = True
85.1829 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
85.1896 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
85.1915 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
